Model File,Model Type,Hyperparameters,Balanced Accuracy,Accuracy,Recall,Precision,F1 Macro,TN,FP,FN,TP,Saved At,Num Records
svm_C0p01_norm_20260422_095206,SVM,"C=0.01, use_normalized=True",0.709683,0.741082,0.709683,0.587845,0.585483,0.7485139008200355,0.2514860991799644,0.32914702145309827,0.6708529785469017,2026-04-22T09:52:06,815
svm_C0p01_raw_20260422_095209,SVM,"C=0.01, use_normalized=False",0.72886,0.780833,0.72886,0.605446,0.617356,0.7931352164109358,0.20686478358906427,0.33541598849114257,0.6645840115088574,2026-04-22T09:52:09,815
svm_C0p1_norm_20260422_095206,SVM,"C=0.1, use_normalized=True",0.709611,0.740874,0.709611,0.587774,0.585334,0.7482738578790206,0.25172614212097943,0.3290525144123237,0.6709474855876763,2026-04-22T09:52:06,815
svm_C0p1_raw_20260422_095213,SVM,"C=0.1, use_normalized=False",0.728816,0.780762,0.728816,0.605407,0.617293,0.7930585360270004,0.20694146397299962,0.33542648927345087,0.6645735107265491,2026-04-22T09:52:13,815
svm_C10p0_norm_20260422_095208,SVM,"C=10.0, use_normalized=True",0.709617,0.740859,0.709617,0.587773,0.585328,0.7482549656105147,0.25174503438948526,0.32902101206539885,0.6709789879346011,2026-04-22T09:52:08,815
svm_C10p0_raw_20260422_095234,SVM,"C=10.0, use_normalized=False",0.728758,0.780818,0.728758,0.605406,0.617309,0.7931418842704083,0.20685811572959162,0.33562600413730825,0.6643739958626917,2026-04-22T09:52:34,815
svm_C1p0_norm_20260422_095208,SVM,"C=1.0, use_normalized=True",0.709622,0.74086,0.709622,0.587775,0.585331,0.7482549656105147,0.25174503438948526,0.3290105112830906,0.6709894887169094,2026-04-22T09:52:08,815
svm_C1p0_raw_20260422_095214,SVM,"C=1.0, use_normalized=False",0.728762,0.780816,0.728762,0.605407,0.617309,0.793138550340672,0.20686144965932796,0.33561550335499996,0.6643844966450001,2026-04-22T09:52:14,815
